sample_index,sample_id,split,source_file,geometry_type,damage_type,parameter_count,p1,p2,p3,p4,p5,p6,p7,p8
911,777:0331:35_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,35,90,0,10,,,,
912,777:0332:35_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,35,95,0,5,,,,
913,777:0333:35_95_0_10,train,777.xlsx,circular_hole,circular_hole,4,35,95,0,10,,,,
914,777:0334:35_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,35,100,0,5,,,,
915,777:0335:35_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,35,100,0,10,,,,
916,777:0336:40_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,0,0,5,,,,
917,777:0337:40_0_0_10,test,777.xlsx,circular_hole,circular_hole,4,40,0,0,10,,,,
918,777:0338:40_5_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,5,0,5,,,,
919,777:0339:40_5_0_10,test,777.xlsx,circular_hole,circular_hole,4,40,5,0,10,,,,
920,777:0340:40_10_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,10,0,5,,,,
921,777:0341:40_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,10,0,10,,,,
922,777:0342:40_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,15,0,5,,,,
923,777:0343:40_15_0_10,test,777.xlsx,circular_hole,circular_hole,4,40,15,0,10,,,,
924,777:0344:40_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,20,0,5,,,,
925,777:0345:40_20_0_10,test,777.xlsx,circular_hole,circular_hole,4,40,20,0,10,,,,
926,777:0346:40_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,25,0,5,,,,
927,777:0347:40_25_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,25,0,10,,,,
928,777:0348:40_30_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,30,0,5,,,,
929,777:0349:40_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,30,0,10,,,,
930,777:0350:40_35_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,35,0,5,,,,
931,777:0351:40_35_0_10,validation,777.xlsx,circular_hole,circular_hole,4,40,35,0,10,,,,
932,777:0352:40_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,40,0,5,,,,
933,777:0353:40_40_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,40,0,10,,,,
934,777:0354:40_45_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,45,0,5,,,,
935,777:0355:40_45_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,45,0,10,,,,
936,777:0356:40_50_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,50,0,5,,,,
937,777:0357:40_50_0_10,validation,777.xlsx,circular_hole,circular_hole,4,40,50,0,10,,,,
938,777:0358:40_55_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,55,0,5,,,,
939,777:0359:40_55_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,55,0,10,,,,
940,777:0360:40_60_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,60,0,5,,,,
941,777:0361:40_60_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,60,0,10,,,,
942,777:0362:40_65_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,65,0,5,,,,
943,777:0363:40_65_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,65,0,10,,,,
944,777:0364:40_70_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,70,0,5,,,,
945,777:0365:40_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,70,0,10,,,,
946,777:0366:40_75_0_5,test,777.xlsx,circular_hole,circular_hole,4,40,75,0,5,,,,
947,777:0367:40_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,75,0,10,,,,
948,777:0368:40_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,80,0,5,,,,
949,777:0369:40_80_0_10,validation,777.xlsx,circular_hole,circular_hole,4,40,80,0,10,,,,
950,777:0370:40_85_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,85,0,5,,,,
951,777:0371:40_85_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,85,0,10,,,,
952,777:0372:40_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,90,0,5,,,,
953,777:0373:40_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,90,0,10,,,,
954,777:0374:40_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,95,0,5,,,,
955,777:0375:40_95_0_10,validation,777.xlsx,circular_hole,circular_hole,4,40,95,0,10,,,,
956,777:0376:40_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,40,100,0,5,,,,
957,777:0377:40_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,40,100,0,10,,,,
958,777:0378:45_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,0,0,5,,,,
959,777:0379:45_0_0_10,test,777.xlsx,circular_hole,circular_hole,4,45,0,0,10,,,,
960,777:0380:45_5_0_5,validation,777.xlsx,circular_hole,circular_hole,4,45,5,0,5,,,,
961,777:0381:45_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,5,0,10,,,,
962,777:0382:45_10_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,10,0,5,,,,
963,777:0383:45_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,10,0,10,,,,
964,777:0384:45_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,15,0,5,,,,
965,777:0385:45_15_0_10,test,777.xlsx,circular_hole,circular_hole,4,45,15,0,10,,,,
966,777:0386:45_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,20,0,5,,,,
967,777:0387:45_20_0_10,test,777.xlsx,circular_hole,circular_hole,4,45,20,0,10,,,,
968,777:0388:45_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,25,0,5,,,,
969,777:0389:45_25_0_10,test,777.xlsx,circular_hole,circular_hole,4,45,25,0,10,,,,
970,777:0390:45_30_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,30,0,5,,,,
971,777:0391:45_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,30,0,10,,,,
972,777:0392:45_35_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,35,0,5,,,,
973,777:0393:45_35_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,35,0,10,,,,
974,777:0394:45_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,40,0,5,,,,
975,777:0395:45_40_0_10,validation,777.xlsx,circular_hole,circular_hole,4,45,40,0,10,,,,
976,777:0396:45_45_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,45,0,5,,,,
977,777:0397:45_45_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,45,0,10,,,,
978,777:0398:45_50_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,50,0,5,,,,
979,777:0399:45_50_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,50,0,10,,,,
980,777:0400:45_55_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,55,0,5,,,,
981,777:0401:45_55_0_10,test,777.xlsx,circular_hole,circular_hole,4,45,55,0,10,,,,
982,777:0402:45_60_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,60,0,5,,,,
983,777:0403:45_60_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,60,0,10,,,,
984,777:0404:45_65_0_5,validation,777.xlsx,circular_hole,circular_hole,4,45,65,0,5,,,,
985,777:0405:45_65_0_10,validation,777.xlsx,circular_hole,circular_hole,4,45,65,0,10,,,,
986,777:0406:45_70_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,70,0,5,,,,
987,777:0407:45_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,70,0,10,,,,
988,777:0408:45_75_0_5,validation,777.xlsx,circular_hole,circular_hole,4,45,75,0,5,,,,
989,777:0409:45_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,75,0,10,,,,
990,777:0410:45_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,80,0,5,,,,
991,777:0411:45_80_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,80,0,10,,,,
992,777:0412:45_85_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,85,0,5,,,,
993,777:0413:45_85_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,85,0,10,,,,
994,777:0414:45_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,90,0,5,,,,
995,777:0415:45_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,90,0,10,,,,
996,777:0416:45_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,95,0,5,,,,
997,777:0417:45_95_0_10,validation,777.xlsx,circular_hole,circular_hole,4,45,95,0,10,,,,
998,777:0418:45_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,45,100,0,5,,,,
999,777:0419:45_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,45,100,0,10,,,,
1000,777:0420:50_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,0,0,5,,,,
1001,777:0421:50_0_0_10,validation,777.xlsx,circular_hole,circular_hole,4,50,0,0,10,,,,
1002,777:0422:50_5_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,5,0,5,,,,
1003,777:0423:50_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,5,0,10,,,,
1004,777:0424:50_10_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,10,0,5,,,,
1005,777:0425:50_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,10,0,10,,,,
1006,777:0426:50_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,15,0,5,,,,
1007,777:0427:50_15_0_10,test,777.xlsx,circular_hole,circular_hole,4,50,15,0,10,,,,
1008,777:0428:50_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,20,0,5,,,,
1009,777:0429:50_20_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,20,0,10,,,,
1010,777:0430:50_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,25,0,5,,,,
1011,777:0431:50_25_0_10,validation,777.xlsx,circular_hole,circular_hole,4,50,25,0,10,,,,
1012,777:0432:50_30_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,30,0,5,,,,
1013,777:0433:50_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,30,0,10,,,,
1014,777:0434:50_35_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,35,0,5,,,,
1015,777:0435:50_35_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,35,0,10,,,,
1016,777:0436:50_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,40,0,5,,,,
1017,777:0437:50_40_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,40,0,10,,,,
1018,777:0438:50_45_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,45,0,5,,,,
1019,777:0439:50_45_0_10,validation,777.xlsx,circular_hole,circular_hole,4,50,45,0,10,,,,
1020,777:0440:50_50_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,50,0,5,,,,
1021,777:0441:50_50_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,50,0,10,,,,
1022,777:0442:50_55_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,55,0,5,,,,
1023,777:0443:50_55_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,55,0,10,,,,
1024,777:0444:50_60_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,60,0,5,,,,
1025,777:0445:50_60_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,60,0,10,,,,
1026,777:0446:50_65_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,65,0,5,,,,
1027,777:0447:50_65_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,65,0,10,,,,
1028,777:0448:50_70_0_5,validation,777.xlsx,circular_hole,circular_hole,4,50,70,0,5,,,,
1029,777:0449:50_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,70,0,10,,,,
1030,777:0450:50_75_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,75,0,5,,,,
1031,777:0451:50_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,75,0,10,,,,
1032,777:0452:50_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,80,0,5,,,,
1033,777:0453:50_80_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,80,0,10,,,,
1034,777:0454:50_85_0_5,test,777.xlsx,circular_hole,circular_hole,4,50,85,0,5,,,,
1035,777:0455:50_85_0_10,test,777.xlsx,circular_hole,circular_hole,4,50,85,0,10,,,,
1036,777:0456:50_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,90,0,5,,,,
1037,777:0457:50_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,50,90,0,10,,,,
1038,777:0458:50_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,95,0,5,,,,
1039,777:0459:50_95_0_10,test,777.xlsx,circular_hole,circular_hole,4,50,95,0,10,,,,
1040,777:0460:50_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,50,100,0,5,,,,
1041,777:0461:50_100_0_10,test,777.xlsx,circular_hole,circular_hole,4,50,100,0,10,,,,
1042,777:0462:55_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,0,0,5,,,,
1043,777:0463:55_0_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,0,0,10,,,,
1044,777:0464:55_5_0_5,validation,777.xlsx,circular_hole,circular_hole,4,55,5,0,5,,,,
1045,777:0465:55_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,5,0,10,,,,
1046,777:0466:55_10_0_5,test,777.xlsx,circular_hole,circular_hole,4,55,10,0,5,,,,
1047,777:0467:55_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,10,0,10,,,,
1048,777:0468:55_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,15,0,5,,,,
1049,777:0469:55_15_0_10,validation,777.xlsx,circular_hole,circular_hole,4,55,15,0,10,,,,
1050,777:0470:55_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,20,0,5,,,,
1051,777:0471:55_20_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,20,0,10,,,,
1052,777:0472:55_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,25,0,5,,,,
1053,777:0473:55_25_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,25,0,10,,,,
1054,777:0474:55_30_0_5,test,777.xlsx,circular_hole,circular_hole,4,55,30,0,5,,,,
1055,777:0475:55_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,30,0,10,,,,
1056,777:0476:55_35_0_5,test,777.xlsx,circular_hole,circular_hole,4,55,35,0,5,,,,
1057,777:0477:55_35_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,35,0,10,,,,
1058,777:0478:55_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,40,0,5,,,,
1059,777:0479:55_40_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,40,0,10,,,,
1060,777:0480:55_45_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,45,0,5,,,,
1061,777:0481:55_45_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,45,0,10,,,,
1062,777:0482:55_50_0_5,validation,777.xlsx,circular_hole,circular_hole,4,55,50,0,5,,,,
1063,777:0483:55_50_0_10,validation,777.xlsx,circular_hole,circular_hole,4,55,50,0,10,,,,
1064,777:0484:55_55_0_5,test,777.xlsx,circular_hole,circular_hole,4,55,55,0,5,,,,
1065,777:0485:55_55_0_10,validation,777.xlsx,circular_hole,circular_hole,4,55,55,0,10,,,,
1066,777:0486:55_60_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,60,0,5,,,,
1067,777:0487:55_60_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,60,0,10,,,,
1068,777:0488:55_65_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,65,0,5,,,,
1069,777:0489:55_65_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,65,0,10,,,,
1070,777:0490:55_70_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,70,0,5,,,,
1071,777:0491:55_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,70,0,10,,,,
1072,777:0492:55_75_0_5,test,777.xlsx,circular_hole,circular_hole,4,55,75,0,5,,,,
1073,777:0493:55_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,75,0,10,,,,
1074,777:0494:55_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,80,0,5,,,,
1075,777:0495:55_80_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,80,0,10,,,,
1076,777:0496:55_85_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,85,0,5,,,,
1077,777:0497:55_85_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,85,0,10,,,,
1078,777:0498:55_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,90,0,5,,,,
1079,777:0499:55_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,90,0,10,,,,
1080,777:0500:55_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,95,0,5,,,,
1081,777:0501:55_95_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,95,0,10,,,,
1082,777:0502:55_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,55,100,0,5,,,,
1083,777:0503:55_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,55,100,0,10,,,,
1084,777:0504:60_0_0_5,test,777.xlsx,circular_hole,circular_hole,4,60,0,0,5,,,,
1085,777:0505:60_0_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,0,0,10,,,,
1086,777:0506:60_5_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,5,0,5,,,,
1087,777:0507:60_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,5,0,10,,,,
1088,777:0508:60_10_0_5,test,777.xlsx,circular_hole,circular_hole,4,60,10,0,5,,,,
1089,777:0509:60_10_0_10,validation,777.xlsx,circular_hole,circular_hole,4,60,10,0,10,,,,
1090,777:0510:60_15_0_5,test,777.xlsx,circular_hole,circular_hole,4,60,15,0,5,,,,
1091,777:0511:60_15_0_10,validation,777.xlsx,circular_hole,circular_hole,4,60,15,0,10,,,,
1092,777:0512:60_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,20,0,5,,,,
1093,777:0513:60_20_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,20,0,10,,,,
1094,777:0514:60_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,25,0,5,,,,
1095,777:0515:60_25_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,25,0,10,,,,
1096,777:0516:60_30_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,30,0,5,,,,
1097,777:0517:60_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,30,0,10,,,,
1098,777:0518:60_35_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,35,0,5,,,,
1099,777:0519:60_35_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,35,0,10,,,,
1100,777:0520:60_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,40,0,5,,,,
1101,777:0521:60_40_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,40,0,10,,,,
1102,777:0522:60_45_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,45,0,5,,,,
1103,777:0523:60_45_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,45,0,10,,,,
1104,777:0524:60_50_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,50,0,5,,,,
1105,777:0525:60_50_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,50,0,10,,,,
1106,777:0526:60_55_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,55,0,5,,,,
1107,777:0527:60_55_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,55,0,10,,,,
1108,777:0528:60_60_0_5,validation,777.xlsx,circular_hole,circular_hole,4,60,60,0,5,,,,
1109,777:0529:60_60_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,60,0,10,,,,
1110,777:0530:60_65_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,65,0,5,,,,
1111,777:0531:60_65_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,65,0,10,,,,
1112,777:0532:60_70_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,70,0,5,,,,
1113,777:0533:60_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,70,0,10,,,,
1114,777:0534:60_75_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,75,0,5,,,,
1115,777:0535:60_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,75,0,10,,,,
1116,777:0536:60_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,80,0,5,,,,
1117,777:0537:60_80_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,80,0,10,,,,
1118,777:0538:60_85_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,85,0,5,,,,
1119,777:0539:60_85_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,85,0,10,,,,
1120,777:0540:60_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,90,0,5,,,,
1121,777:0541:60_90_0_10,validation,777.xlsx,circular_hole,circular_hole,4,60,90,0,10,,,,
1122,777:0542:60_95_0_5,validation,777.xlsx,circular_hole,circular_hole,4,60,95,0,5,,,,
1123,777:0543:60_95_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,95,0,10,,,,
1124,777:0544:60_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,60,100,0,5,,,,
1125,777:0545:60_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,60,100,0,10,,,,
1126,777:0546:65_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,0,0,5,,,,
1127,777:0547:65_0_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,0,0,10,,,,
1128,777:0548:65_5_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,5,0,5,,,,
1129,777:0549:65_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,5,0,10,,,,
1130,777:0550:65_10_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,10,0,5,,,,
1131,777:0551:65_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,10,0,10,,,,
1132,777:0552:65_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,15,0,5,,,,
1133,777:0553:65_15_0_10,validation,777.xlsx,circular_hole,circular_hole,4,65,15,0,10,,,,
1134,777:0554:65_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,20,0,5,,,,
1135,777:0555:65_20_0_10,test,777.xlsx,circular_hole,circular_hole,4,65,20,0,10,,,,
1136,777:0556:65_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,25,0,5,,,,
1137,777:0557:65_25_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,25,0,10,,,,
1138,777:0558:65_30_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,30,0,5,,,,
1139,777:0559:65_30_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,30,0,10,,,,
1140,777:0560:65_35_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,35,0,5,,,,
1141,777:0561:65_35_0_10,test,777.xlsx,circular_hole,circular_hole,4,65,35,0,10,,,,
1142,777:0562:65_40_0_5,test,777.xlsx,circular_hole,circular_hole,4,65,40,0,5,,,,
1143,777:0563:65_40_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,40,0,10,,,,
1144,777:0564:65_45_0_5,test,777.xlsx,circular_hole,circular_hole,4,65,45,0,5,,,,
1145,777:0565:65_45_0_10,test,777.xlsx,circular_hole,circular_hole,4,65,45,0,10,,,,
1146,777:0566:65_50_0_5,test,777.xlsx,circular_hole,circular_hole,4,65,50,0,5,,,,
1147,777:0567:65_50_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,50,0,10,,,,
1148,777:0568:65_55_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,55,0,5,,,,
1149,777:0569:65_55_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,55,0,10,,,,
1150,777:0570:65_60_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,60,0,5,,,,
1151,777:0571:65_60_0_10,validation,777.xlsx,circular_hole,circular_hole,4,65,60,0,10,,,,
1152,777:0572:65_65_0_5,validation,777.xlsx,circular_hole,circular_hole,4,65,65,0,5,,,,
1153,777:0573:65_65_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,65,0,10,,,,
1154,777:0574:65_70_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,70,0,5,,,,
1155,777:0575:65_70_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,70,0,10,,,,
1156,777:0576:65_75_0_5,validation,777.xlsx,circular_hole,circular_hole,4,65,75,0,5,,,,
1157,777:0577:65_75_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,75,0,10,,,,
1158,777:0578:65_80_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,80,0,5,,,,
1159,777:0579:65_80_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,80,0,10,,,,
1160,777:0580:65_85_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,85,0,5,,,,
1161,777:0581:65_85_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,85,0,10,,,,
1162,777:0582:65_90_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,90,0,5,,,,
1163,777:0583:65_90_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,90,0,10,,,,
1164,777:0584:65_95_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,95,0,5,,,,
1165,777:0585:65_95_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,95,0,10,,,,
1166,777:0586:65_100_0_5,train,777.xlsx,circular_hole,circular_hole,4,65,100,0,5,,,,
1167,777:0587:65_100_0_10,train,777.xlsx,circular_hole,circular_hole,4,65,100,0,10,,,,
1168,777:0588:70_0_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,0,0,5,,,,
1169,777:0589:70_0_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,0,0,10,,,,
1170,777:0590:70_5_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,5,0,5,,,,
1171,777:0591:70_5_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,5,0,10,,,,
1172,777:0592:70_10_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,10,0,5,,,,
1173,777:0593:70_10_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,10,0,10,,,,
1174,777:0594:70_15_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,15,0,5,,,,
1175,777:0595:70_15_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,15,0,10,,,,
1176,777:0596:70_20_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,20,0,5,,,,
1177,777:0597:70_20_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,20,0,10,,,,
1178,777:0598:70_25_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,25,0,5,,,,
1179,777:0599:70_25_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,25,0,10,,,,
1180,777:0600:70_30_0_5,test,777.xlsx,circular_hole,circular_hole,4,70,30,0,5,,,,
1181,777:0601:70_30_0_10,validation,777.xlsx,circular_hole,circular_hole,4,70,30,0,10,,,,
1182,777:0602:70_35_0_5,validation,777.xlsx,circular_hole,circular_hole,4,70,35,0,5,,,,
1183,777:0603:70_35_0_10,train,777.xlsx,circular_hole,circular_hole,4,70,35,0,10,,,,
1184,777:0604:70_40_0_5,train,777.xlsx,circular_hole,circular_hole,4,70,40,0,5,,,,
